system_time,src_addr,msg_seq,filter,Tx_time,Rx0_addr,Rx0_time
1521437,3,19037,4,471371876865,2,409211128963
1521462,2,2836,8,410826875393,3,472987631690
1521488,3,19038,4,474631905281,2,412471144188
1521512,2,2837,8,413952350721,3,476113119667
1521539,3,19039,4,477883012097,2,415722237859
1521561,2,2838,8,417081302017,3,479242083635
1521588,3,19040,4,481014662145,2,418853875239
1521611,2,2839,8,420338129409,3,482498924202
1521637,3,19041,4,484144988673,2,421984189103
1521663,2,2840,8,423600310785,3,485761118791
1521686,3,19042,4,487282116097,2,425121303840
1521713,2,2841,8,426853517825,3,489014338982
1521736,3,19043,4,490406754305,2,428245929392
1521762,2,2842,8,429983480321,3,492144314141
1521787,3,19044,4,493665885185,2,431505047095
1521811,2,2843,8,433110519809,3,495271366279
1521838,3,19045,4,496924759041,2,434763907770
1521860,2,2844,8,436240922113,3,498401781234
1521888,3,19046,4,500191447553,2,438030583071
1521909,2,2845,8,439360011777,3,501520883517
1521938,3,19047,4,503324427265,2,441163550113
1521962,2,2846,8,442615977473,3,504776862371
1521987,3,19048,4,506454289921,2,444293400111
1522011,2,2847,8,445871871489,3,508032769555
1522036,3,19049,4,509580578305,2,447419675840
1522062,2,2848,8,449128973313,3,511289884529
1522084,3,19050,4,512709021185,2,450548106070
1522113,2,2849,8,452384311809,3,514545236193
1522135,3,19051,4,515968352769,2,453807424475
1522162,2,2850,8,455513634817,3,517674571842
1522186,3,19052,4,519227279361,2,457066337872
1522212,2,2851,8,458642192385,3,520803142045
1522237,3,19053,4,522483999745,2,460323045090
1522260,2,2852,8,461770138113,3,523931100412
1522288,3,19054,4,525749844993,2,463588877118
1522311,2,2853,8,465025856001,3,527186831452
1522337,3,19055,4,528885593601,2,466724613040
1522362,2,2854,8,468285429249,3,530446417868
1522386,3,19056,4,532013091329,2,469852098121
1522413,2,2855,8,471538556929,3,533699558687
1522435,3,19057,4,535138240513,2,472977234664
1522464,2,2856,8,474796840449,3,536957855363
1522487,3,19058,4,538395820545,2,476234801515
1522513,2,2857,8,477925826049,3,540086853602
1522537,3,19059,4,541653438465,2,479492406255
1522562,2,2858,8,481055520769,3,543216560953
1522589,3,19060,4,544912523265,2,482751477867
1522611,2,2859,8,484184901121,3,546345953943
1522640,3,19061,4,548171580929,2,486010522344
1522662,2,2860,8,487442301953,3,549603367915
1522688,3,19062,4,551303276545,2,489142205281
1522713,2,2861,8,490695670273,3,552856749359
1522738,3,19063,4,554433198593,2,492272114662
1522764,2,2862,8,493953606145,3,556114698394
1522786,3,19064,4,557576506369,2,495415409708
1522815,2,2863,8,497200624129,3,559361729484
1522837,3,19065,4,560832363521,2,498671253674
1522863,2,2864,8,500328615425,3,562489733409
1522888,3,19066,4,564090183169,2,501929060140
1522912,2,2865,8,503457495553,3,565618626181
1522939,3,19067,4,567343567873,2,505182431672
1522961,2,2866,8,506585662977,3,568746806237
1522988,3,19068,4,570473657857,2,508312508989
1523012,2,2867,8,509842737153,3,572003893574
1523038,3,19069,4,573605341697,2,511444180150
1523063,2,2868,8,513097401857,3,575258571423
1523086,3,19070,4,576734854145,2,514573679921
1523115,2,2869,8,516353078273,3,578514260998
1523136,3,19071,4,579865718273,2,517704531367
1523163,2,2870,8,519482518529,3,581643713897
1523186,3,19072,4,583136528897,2,520975328720
1523213,2,2871,8,522611196417,3,584772404454
1523237,3,19073,4,586390077441,2,524228864044
1523261,2,2872,8,525738029569,3,587899250257
1523289,3,19074,4,589646830593,2,527485603966
1523310,2,2873,8,528866068993,3,591027302350
1523337,3,19075,4,592773071873,2,530611832544
1523370,2,2874,8,532123224065,3,594284470615
1523387,3,19076,4,595904679937,2,533743427875
1523412,2,2875,8,535377827329,3,597539087079
1523436,3,19077,4,599034756097,2,536873491307
1523464,2,2876,8,538635068929,3,600796341907
1523484,3,19078,4,602172050433,2,540010772867
1523514,2,2877,8,541765017089,3,603926302775
1523535,3,19079,4,605425093633,2,543263802803
1523561,2,2878,8,544890239489,3,607051537872
1523586,3,19080,4,608684391425,2,546523087289
1523610,2,2879,8,548021628417,3,610182939537
1523637,3,19081,4,611943052801,2,549781735380
1523659,2,2880,8,551149994497,3,613311318333
1523686,3,19082,4,615081784321,2,552920454106
1523710,2,2881,8,554408909313,3,616570246411
1523735,3,19083,4,618218378241,2,556057035196
1523761,2,2882,8,557664723457,3,619826073805
1523784,3,19084,4,621344339457,2,559182983638
1523812,2,2883,8,560922579457,3,623083943069
1523833,3,19085,4,624470164993,2,562308796432
1523860,2,2884,8,564049648129,3,626211024484
1523884,3,19086,4,627727586817,2,565566204940
1523909,2,2885,8,567180589569,3,629341978645
1523935,3,19087,4,630986570753,2,568825175583
1523958,2,2886,8,570299189249,3,632460591035
1523986,3,19088,4,634243867649,2,572082459176
1524007,2,2887,8,573427390465,3,635588804982
1524035,3,19089,4,637374680577,2,575213259309
1524059,2,2888,8,576683459073,3,638844886863
1524084,3,19090,4,640505593857,2,578344159815
1524109,2,2889,8,579939625985,3,642101067036
1524133,3,19091,4,643645391361,2,581483944483
1524160,2,2890,8,583195748865,3,645357203181
1524182,3,19092,4,646771112961,2,584609653330
1524211,2,2891,8,586452787713,3,648614255315
1524234,3,19093,4,650028158977,2,587866686045
1524260,2,2892,8,589581325825,3,651742806172
1524284,3,19094,4,653285945345,2,591124459101
1524309,2,2893,8,592709224449,3,654870717527
1524335,3,19095,4,656544737793,2,594383238225
1524358,2,2894,8,595837347329,3,657998853165
1524386,3,19096,4,659804661761,2,597643148895
1524409,2,2895,8,599093959169,3,661255478284
1524435,3,19097,4,662934333953,2,600772808336
1524460,2,2896,8,602350058497,3,664511590876
1524484,3,19098,4,666065488897,2,603903950498
1524512,2,2897,8,605611230209,3,667772775880
1524533,3,19099,4,669196446209,2,607034895006
1524562,2,2898,8,608865129473,3,671026688405
1524584,3,19100,4,672466336257,2,610304771723
1524611,2,2899,8,611994203137,3,674155774822
1524635,3,19101,4,675722791937,2,613561214137
1524660,2,2900,8,615124201473,3,677285785882
1524686,3,19102,4,678979624449,2,616818033359
1524710,2,2901,8,618251141121,3,680412738262
1524737,3,19103,4,682233925121,2,620072320798
1524760,2,2902,8,621507082753,3,683668693144
1524786,3,19104,4,685363709953,2,623202092861
1524811,2,2903,8,624755941889,3,686917565490
1524835,3,19105,4,688495636993,2,626334007127
1524865,2,2904,8,628012053505,3,690173690358
1524885,3,19106,4,691625063937,2,629463421343
1524913,2,2905,8,631267545089,3,693429195201
1524936,3,19107,4,694884056577,2,632722400716
1524962,2,2906,8,634395951105,3,696557613936
1524986,3,19108,4,698151553025,2,635989883856
1525010,2,2907,8,637524716545,3,699686392106
1525038,3,19109,4,701409541633,2,639247859198
1525059,2,2908,8,640654110721,3,702815799010
1525088,3,19110,4,704667146241,2,642505450542
1525111,2,2909,8,643909822465,3,706071524004
1525137,3,19111,4,707792328705,2,645630620300
1525162,2,2910,8,647164457985,3,709326172757
1525186,3,19112,4,710922355201,2,648760634059
1525212,2,2911,8,650421775873,3,712583503892
1525235,3,19113,4,714053922817,2,651892188922
1525263,2,2912,8,653676314113,3,715838055377
1525286,3,19114,4,717313734145,2,655151986990
1525312,2,2913,8,656804603393,3,718966357367
1525337,3,19115,4,720572075521,2,658410315115
1525362,2,2914,8,659932423169,3,722094189857
1525389,3,19116,4,723831684609,2,661669910962
1525411,2,2915,8,663062389249,3,725224168673
1525438,3,19117,4,726960958977,2,664799172613
1525486,2,2916,8,666316967937,3,728478760576
1525501,3,19118,4,730099249153,2,667937450060
1525512,2,2917,8,669574224897,3,731736030796
1525542,3,19119,4,733232495105,2,671070683255
1525564,2,2918,8,672829056513,3,734990875633
1525585,3,19120,4,736359535105,2,674197710566
1525612,2,2919,8,675957577729,3,738119409570
1525635,3,19121,4,739615424513,2,677453586749
1525662,2,2920,8,679091560961,3,741253405551
1525686,3,19122,4,742873653249,2,680711802262
1525711,2,2921,8,682216860161,3,744378717444
1525737,3,19123,4,746132514817,2,683970650609
1525759,2,2922,8,685347208193,3,747509078178
1525786,3,19124,4,749262004737,2,687100127819
1525810,2,2923,8,688604127233,3,750766010462
1525835,3,19125,4,752393208833,2,690231319215
1525862,2,2924,8,691862023169,3,754023919648
1525886,3,19126,4,755532285441,2,693370383096
1525912,2,2925,8,695117750785,3,757279660483
1525933,3,19127,4,758665276417,2,696503361365
1525961,2,2926,8,698237689857,3,760399612228
1525985,3,19128,4,761916229633,2,699754301367
1526009,2,2927,8,701365983233,3,763527918309
1526035,3,19129,4,765173310465,2,703011369001
1526058,2,2928,8,704494164481,3,766656112287
1526086,3,19130,4,768433024513,2,706271069823
1526107,2,2929,8,707622534145,3,769784494674
1526136,3,19131,4,771563025409,2,709401058026
1526158,2,2930,8,710878761985,3,773040735739
1526184,3,19132,4,774695099905,2,712533119833
1526210,2,2931,8,714134882305,3,776296869281
1526234,3,19133,4,777825197057,2,715663204295
1526260,2,2932,8,717391848449,3,779553848670
1526283,3,19134,4,780956088833,2,718794083391
1526309,2,2933,8,720520476161,3,782682489111
1526333,3,19135,4,784214770689,2,722052752047
1526358,2,2934,8,723648315393,3,785810341039
1526385,3,19136,4,787481665537,2,725319633638
1526408,2,2935,8,726776404481,3,788938442836
1526435,3,19137,4,790740376065,2,728578330952
1526458,2,2936,8,730032715777,3,792194767359
1526484,3,19138,4,793870062081,2,731708004309
1526509,2,2937,8,733289425921,3,795451490737
1526533,3,19139,4,796995570177,2,734833499729
1526560,2,2938,8,736551379969,3,798713458056
1526583,3,19140,4,800127352833,2,737965269715
1526611,2,2939,8,739804528641,3,801966619949
1526633,3,19141,4,803385035265,2,741222938941
1526660,2,2940,8,742933788673,3,805095892707
1526692,3,19142,4,806643350017,2,744481240468
1526709,2,2941,8,746063572481,3,808225689229
1526735,3,19143,4,809902328321,2,747740205585
1526761,2,2942,8,749189693953,3,811351823401
1526786,3,19144,4,813160939521,2,750998803562
1526810,2,2943,8,752446390273,3,814608532957
1526836,3,19145,4,816299175937,2,754137027259
1526860,2,2944,8,755694816769,3,817856972646
1526885,3,19146,4,819426442753,2,757264281400
1526911,2,2945,8,758951192577,3,821113361674
1526933,3,19147,4,822554457601,2,760392283575
1526963,2,2946,8,762206679041,3,824368861362
1526984,3,19148,4,825812805121,2,763650617903
1527011,2,2947,8,765335074817,3,827497269855
1527035,3,19149,4,829072397825,2,766910197417
1527060,2,2948,8,768463923201,3,830626130957
1527086,3,19150,4,832331410433,2,770169196834
1527109,2,2949,8,771593244161,3,833755464629
1527137,3,19151,4,835591157761,2,773428930961
1527159,2,2950,8,774849048577,3,837011282277
1527186,3,19152,4,838720414721,2,776558175264
1527211,2,2951,8,778103767553,3,840266014488
1527235,3,19153,4,841851967489,2,779689715346
1527263,2,2952,8,781360891393,3,843523151562
1527286,3,19154,4,844989277185,2,782827012337
1527313,2,2953,8,784615387137,3,846777660523
1527336,3,19155,4,848248778241,2,786086500200
1527361,2,2954,8,787743751681,3,849906037779
1527386,3,19156,4,851504341505,2,789342050275
1527410,2,2955,8,790871566337,3,853033865121
1527438,3,19157,4,854760340993,2,792598036576
1527459,2,2956,8,794001522689,3,856163834188
1527487,3,19158,4,857892166145,2,795729849051
1527511,2,2957,8,797256320513,3,859418645213
1527535,3,19159,4,861023971841,2,798861642055
1527561,2,2958,8,800513394689,3,862675732617
1527584,3,19160,4,864152464385,2,801990121936
1527613,2,2959,8,803768534529,3,865930885674
1527634,3,19161,4,867283481089,2,805121125950
1527662,2,2960,8,806896634369,3,869058998227
1527686,3,19162,4,870549329921,2,808386961565
1527711,2,2961,8,810030941697,3,872193318278
1527735,3,19163,4,873810737153,2,811648355572
1527761,2,2962,8,813156130305,3,875318519574
1527786,3,19164,4,877061213697,2,814898818957
1527808,2,2963,8,816287623681,3,878450025657
1527835,3,19165,4,880193738753,2,818031331312
1527860,2,2964,8,819543388673,3,881705803873
1527885,3,19166,4,883323532289,2,821161112170
1527911,2,2965,8,822792680449,3,884955108830
1527933,3,19167,4,886453220353,2,824290787548
1527961,2,2966,8,826055346689,3,888217788315
1527982,3,19168,4,889584750593,2,827422305096
1528010,2,2967,8,829176825345,3,891339279644
1528033,3,19169,4,892844749825,2,830682291142
1528059,2,2968,8,832305059329,3,894467526335
1528084,3,19170,4,896103021057,2,833940549165
1528109,2,2969,8,835433349633,3,897595829347
1528135,3,19171,4,899361176065,2,837198690983
1528157,2,2970,8,838562174977,3,900724667383
1528191,3,19172,4,902501011457,2,840338513644
1528213,2,2971,8,841817971201,3,903980476822
1528237,3,19173,4,905629951489,2,843467440993
1528262,2,2972,8,845073993729,3,907236512556
1528289,3,19174,4,908759097345,2,846596574156
1528315,2,2973,8,848330203137,3,910492735194
1528335,3,19175,4,911885329409,2,849722793544
1528359,2,2974,8,851459529217,3,913622073959
1528388,3,19176,4,915146010113,2,852983461035
1528409,2,2975,8,854587462657,3,916750020078
1528433,3,19177,4,918403274241,2,856240711946
1528460,2,2976,8,857715133441,3,919877703552
1528489,3,19178,4,921662036481,2,859499460974
1528511,2,2977,8,860847054337,3,923009637142
1528537,3,19179,4,924792703489,2,862630115282
1528560,2,2978,8,864101929473,3,926264525476
1528586,3,19180,4,927932017665,2,865769416729
1528608,2,2979,8,867359944705,3,929522553920
1528631,3,19181,4,931059314689,2,868896701070
1528658,2,2980,8,870616546305,3,932779168729
1528681,3,19182,4,934191059457,2,872028433135
1528709,2,2981,8,873872674817,3,936035310437
1528736,3,19183,4,937445989889,2,875283350377
1528761,2,2982,8,877002880001,3,939165528326
1528786,3,19184,4,940703842817,2,878541190100
1528811,2,2983,8,880130387457,3,942293048463
1528836,3,19185,4,943962116097,2,881799450157
1528861,2,2984,8,883258139649,3,945420813337
1528885,3,19186,4,947221236737,2,885058557603
1528909,2,2985,8,886506752513,3,948669439373
1528936,3,19187,4,950352436225,2,888189744373
1528965,2,2986,8,889762601985,3,951925302053
1528983,3,19188,4,953483618817,2,891320914284
1529010,2,2987,8,893019062785,3,955181776033
1529032,3,19189,4,956614376961,2,894451659730
1529062,2,2988,8,896274479617,3,958437206067
1529089,3,19190,4,959878838273,2,897716107796
1529111,2,2989,8,899402402305,3,961565141434
1529137,3,19191,4,963142423553,2,900979679838
1529162,2,2990,8,902532425729,3,964695177545
1529187,3,19192,4,966393938945,2,904231182040
1529208,2,2991,8,905659220481,3,967821984964
1529238,3,19193,4,969651658241,2,907488888121
1529261,2,2992,8,908915357185,3,971078134862
1529286,3,19194,4,972782905857,2,910620123047
1529311,2,2993,8,912170993153,3,974333784016
1529335,3,19195,4,975913884161,2,913751088657
1529365,2,2994,8,915426776577,3,977589580628
1529384,3,19196,4,979042903553,2,916880095347
1529415,2,2995,8,918682829825,3,980845647060
1529434,3,19197,4,982301759489,2,920138938063
1529462,2,2996,8,921810962433,3,983973792329
1529487,3,19198,4,985567473153,2,923404638491
1529510,2,2997,8,924940635137,3,987103477715
1529539,3,19199,4,988825238529,2,926662390634
1529560,2,2998,8,928067996161,3,990230851387
1529586,3,19200,4,992078543361,2,929915682278
1529610,2,2999,8,931323640833,3,993486509246
1529637,3,19201,4,995210123265,2,933047249463
1529662,2,3000,8,934582984705,3,996745866317
1529684,3,19202,4,998340150273,2,936177263772
1529711,2,3001,8,937836216833,3,999999111619
1529733,3,19203,4,1001471451649,2,939308552433
1529761,2,3002,8,941094095361,3,1003257003348
1529788,3,19204,4,1004730449921,2,942567537473
1529814,2,3003,8,944223247873,3,1006386168531
1529838,3,19205,4,1007989918721,2,945826993056
1529861,2,3004,8,947357246977,3,1009520180339
1529886,3,19206,4,1011247682049,2,949084743157
1529911,2,3005,8,950484621825,3,1012647567851
1529940,3,19207,4,1014387430913,2,952224479276
1529962,2,3006,8,953731731457,3,1015894690650
1529988,3,19208,4,1017520469505,2,955357505137
1530015,2,3007,8,956994569217,3,1019157541645
1530034,3,19209,4,1020647721473,2,958484744385
1530065,2,3008,8,960243583489,3,1022406569098
1530086,3,19210,4,1023778651649,2,961615661822
1530114,2,3009,8,963371815937,3,1025534814233
1530134,3,19211,4,1027032596993,2,964869593908
1530160,2,3010,8,966500460033,3,1028663471017
1530184,3,19212,4,1030291938817,2,968128922449
1530208,2,3011,8,969628417025,3,1031791440721
1530235,3,19213,4,1033550662657,2,971387633001
1530257,2,3012,8,972756929025,3,1034919965451
1530284,3,19214,4,1036679838209,2,974516795799
1530308,2,3013,8,976013066753,3,1038176116429
1530333,3,19215,4,1039817793537,2,977654738312
1530360,2,3014,8,979269787137,3,1041432850073
1530385,3,19216,4,1042949232641,2,980786164640
1530410,2,3015,8,982526301697,3,1044689377883
1530433,3,19217,4,1046077658625,2,983914577829
1530459,2,3016,8,985655576065,3,1047818664989
1530483,3,19218,4,1049336016897,2,987172922790
1530508,2,3017,8,988780984833,3,1050944086483
1530534,3,19219,4,1052591229953,2,990428122547
1530557,2,3018,8,991911437313,3,1054074551710
1530586,3,19220,4,1055849825793,2,993686705076
1530606,2,3019,8,995040420353,3,1057203547503
1530634,3,19221,4,1058982127105,2,996818993591
1530658,2,3020,8,998299351041,3,1060462491491
1530683,3,19222,4,1062111574017,2,999948427699
1530708,2,3021,8,1001555859969,3,1063719013674
1530732,3,19223,4,1065243177473,2,1003080018349
1530760,2,3022,8,1004813016065,3,1066976183053
1530780,3,19224,4,1068373708289,2,1006210536378
1530807,2,3023,8,1007942139905,3,1070105319663
1530831,3,19225,4,1071632769537,2,1009469584309
1530856,2,3024,8,1011068881409,3,1073232073910
1530883,3,19226,4,1074900225537,2,1012737026942
1530905,2,3025,8,1014197934081,3,1076361139345
1530934,3,19227,4,1078156711425,2,1015993499505
1530954,2,3026,8,1017317945345,3,1079481163327
1530984,3,19228,4,1081283423233,2,1019120198517
1531006,2,3027,8,1020574050305,3,1082737281573
1531034,3,19229,4,1084415314433,2,1022252076908
1531056,2,3028,8,1023830107137,3,1085993351691
1531081,3,19230,4,1087545231873,2,1025381981556
1531108,2,3029,8,1027085864449,3,1089249122284
1531130,3,19231,4,1090675064833,2,1028511801718
1531158,2,3030,8,1030341613569,3,1092504884703
1531181,3,19232,4,1093933478401,2,1031770201960
1531207,2,3031,8,1033471495681,3,1095634779577
1531231,3,19233,4,1097192347649,2,1035029057851
1531257,2,3032,8,1036598562817,3,1098761859479
1531284,3,19234,4,945902593,2,1038294227235
1531306,2,3033,8,1039726977537,3,2378659196
1531333,3,19235,4,4201896961,2,1041550208289
1531356,2,3034,8,1042983779329,3,5635474287
1531382,3,19236,4,7329951233,2,1044678249756
1531408,2,3035,8,1046238189569,3,8889897806
1531434,3,19237,4,10460621825,2,1047808907535
1531458,2,3036,8,1049494264833,3,12145986355
1531481,3,19238,4,13591785473,2,1050940058379
1531511,2,3037,8,1052751352833,3,15403087655
1531532,3,19239,4,16851977217,2,1054200236791
1531558,2,3038,8,1055879711745,3,18531459353
1531583,3,19240,4,20109670913,2,1057457917164
1531608,2,3039,8,1059007220737,3,21658981131
1531634,3,19241,4,23368509441,2,1060716742376
1531657,2,3040,8,1062136868353,3,24788641510
1531685,3,19242,4,26627175425,2,1063975395024
1531707,2,3041,8,1065391751681,3,28043538136
1531739,3,19243,4,29765205505,2,1067113412282
1531790,2,3042,8,1068647523329,3,31299323074
1531816,3,19244,4,32898608641,2,1070246802613
1531818,2,3043,8,1071909625857,3,34561438921
1531833,3,19245,4,36025516033,2,1073373697219
1531859,2,3044,8,1075162608641,3,37814434989
1531883,3,19246,4,39156518913,2,1076504687315
1531910,2,3045,8,1078295940097,3,40947779235
1531932,3,19247,4,42411829761,2,1079759984871
1531959,2,3046,8,1081421911041,3,44073762955
1531984,3,19248,4,45669844993,2,1083017986777
1532007,2,3047,8,1084551592449,3,47203457132
1532034,3,19249,4,48927996929,2,1086276125422
1532055,2,3048,8,1087678259201,3,50330136668
1532085,3,19250,4,52186726401,2,1089534841590
1532106,2,3049,8,1090927321601,3,53579212330
1532135,3,19251,4,55326046721,2,1092674149078
1532157,2,3050,8,1094183247873,3,56835151884
1532183,3,19252,4,58455950337,2,1095804039914
1532208,2,3051,8,1097439742977,3,60091660272
1532233,3,19253,4,61581989377,2,1098930066198
1532259,2,3052,8,1183586817,3,63347145181
1532281,3,19254,4,64713838081,2,2550274346
1532308,2,3053,8,4313999361,3,66477570501
1532332,3,19255,4,67969954817,2,5806377783
1532357,2,3054,8,7440698881,3,69604282788
1532382,3,19256,4,71228758017,2,9065167688
1532406,2,3055,8,10570307585,3,72733904247
1532435,3,19257,4,74488265729,2,12324662110
1532456,2,3056,8,13698195457,3,75861804886
1532485,3,19258,4,77620174337,2,15456557940
1532507,2,3057,8,16953772545,3,79117395245
1532533,3,19259,4,80749779969,2,18586150808
1532557,2,3058,8,20208615425,3,82372251420
1532581,3,19260,4,83880792577,2,21717150647
1532608,2,3059,8,23470228481,3,85633877777
1532631,3,19261,4,87011766273,2,24848111582
1532657,2,3060,8,26595881473,3,88759543525
1532682,3,19262,4,90278184449,2,28114516436
1532707,2,3061,8,29727258113,3,91890932920
1532732,3,19263,4,93534555649,2,31370874352
1532755,2,3062,8,32855527425,3,95019214998
1532783,3,19264,4,96789203457,2,34625508901
1532804,2,3063,8,35988341249,3,98152041615
1532833,3,19265,4,99921016321,2,37757309006
1532856,2,3064,8,39241981441,3,101405695073
1532881,3,19266,4,103051010561,2,40887290477
1532908,2,3065,8,42496944641,3,104660671561
1532931,3,19267,4,106182094337,2,44018361509
1532957,2,3066,8,45752675329,3,107916415516
1532978,3,19268,4,109312494593,2,47148748988
1533005,2,3067,8,48873126401,3,111036879335
1533030,3,19269,4,112571415553,2,50407656680
1533054,2,3068,8,52001500161,3,114165265867
1533081,3,19270,4,115836044289,2,53672272121
1533103,2,3069,8,55129953281,3,117293731747
1533132,3,19271,4,119091301889,2,56927516467
1533155,2,3070,8,58385684993,3,120549476744
1533181,3,19272,4,122221535745,2,60057737575
1533205,2,3071,8,61642407425,3,123806212460
1533229,3,19273,4,125351047169,2,63187236256
1533256,2,3072,8,64897669633,3,127061487967
1533279,3,19274,4,128482521601,2,66318697927
1533307,2,3073,8,68154793473,3,130318625125
1533330,3,19275,4,131741688833,2,69577851898
1533356,2,3074,8,71282500609,3,133446345039
1533381,3,19276,4,135001521665,2,72837671457
1533406,2,3075,8,74411287041,3,136575144236
1533433,3,19277,4,138259156481,2,76095293009
1533454,2,3076,8,77537997313,3,139701867283
1533482,3,19278,4,141517598721,2,79353721975
1533508,2,3077,8,80794050561,3,142957933819
1533532,3,19279,4,144654529537,2,82490640032
1533556,2,3078,8,84050268161,3,146214164711
1533581,3,19280,4,147788962817,2,85625060528
1533607,2,3079,8,87306072577,3,149469982436
1533630,3,19281,4,150914563585,2,88750648560
1533658,2,3080,8,90562809345,3,152726732509
1533682,3,19282,4,154171216897,2,92007288617
1533709,2,3081,8,93690512385,3,155854448300
1533732,3,19283,4,157430536193,2,95266594632
1533756,2,3082,8,96818416641,3,158982365328
1533784,3,19284,4,160687777281,2,98523822453
1533805,2,3083,8,99947584513,3,162111545966
1533834,3,19285,4,163946597889,2,101782629799
1533870,2,3084,8,103205691905,3,165369666669
1533905,3,19286,4,167077279233,2,104913298402
1533907,2,3085,8,106462579713,3,168626567776
1533933,3,19287,4,170215652865,2,108051659250
1533959,2,3086,8,109723952129,3,171887953515
1533981,3,19288,4,173345608705,2,111181602349
1534009,2,3087,8,112977291777,3,175141306450
1534031,3,19289,4,176598992385,2,114434972782
1534058,2,3088,8,116098314241,3,178262341663
1534083,3,19290,4,179857249281,2,117693216420
1534108,2,3089,8,119235091969,3,181399132189
1534135,3,19291,4,183116196353,2,120952150212
1534157,2,3090,8,122354806785,3,184518859740
1534186,3,19292,4,186374743041,2,124210683633
1534208,2,3091,8,125610701313,3,187774767568
1534234,3,19293,4,189505721857,2,127341649706
1534258,2,3092,8,128867031041,3,191031110576
1534283,3,19294,4,192637002241,2,130472917340
1534308,2,3093,8,132122724353,3,194286817182
1534332,3,19295,4,195768243201,2,133604145540
1534359,2,3094,8,135379027969,3,197543134103
1534382,3,19296,4,198898970625,2,136734860213
1534408,2,3095,8,138507801089,3,200671919989
1534432,3,19297,4,202159745537,2,139995621852
1534457,2,3096,8,141636444673,3,203800576350
1534483,3,19298,4,205425597441,2,143261460462
1534506,2,3097,8,144764986881,3,206929131350
1534534,3,19299,4,208681985025,2,146517834794
1534555,2,3098,8,147892916225,3,210057073460
1534583,3,19300,4,211808790017,2,149644627054
1534606,2,3099,8,151148086785,3,213312257308
1534632,3,19301,4,214944901633,2,152780725899
1534657,2,3100,8,154409869825,3,216574053667
1534686,3,19302,4,218069106689,2,155904918232
1534714,2,3101,8,157662981121,3,219827178250
1534733,3,19303,4,221199820289,2,159035619086
1534757,2,3102,8,160796741121,3,222960951023
1534785,3,19304,4,224465617409,2,162301402905
1534806,2,3103,8,163922448385,3,226086671065
1534833,3,19305,4,227720921601,2,165556693836
1534856,2,3104,8,167052651521,3,229216886968
1534883,3,19306,4,230984073217,2,168819832161
1534904,2,3105,8,170177719297,3,232341967507
1534933,3,19307,4,234108715521,2,171944461737
1534955,2,3106,8,173435424769,3,235599686277
1534982,3,19308,4,237239150081,2,175074883544
1535006,2,3107,8,176692185089,3,238856459885
1535030,3,19309,4,240369288705,2,178205009407
1535057,2,3108,8,179940840961,3,242105129013
1535080,3,19310,4,243500554753,2,181336262702
1535106,2,3109,8,183068238849,3,245232539672
1535131,3,19311,4,246759612929,2,184595307591
1535155,2,3110,8,186196684801,3,248360998388
1535181,3,19312,4,250018874369,2,187854555755
1535204,2,3111,8,189324490753,3,251488817118
1535233,3,19313,4,253277162497,2,191112830592
1535253,2,3112,8,192454195713,3,254618534842
1535281,3,19314,4,256416672257,2,194252327546
1535304,2,3113,8,195709067265,3,257873419677
1535330,3,19315,4,259548251137,2,197383893673
1535356,2,3114,8,198964961793,3,261129327494
1535380,3,19316,4,262678221825,2,200513851593
1535408,2,3115,8,202221433857,3,264385812841
1535429,3,19317,4,265803772929,2,203639389946
1535457,2,3116,8,205476620289,3,267641012560
1535480,3,19318,4,269061586945,2,206897190687
1535506,2,3117,8,208604717057,3,270769122077
1535531,3,19319,4,272320904705,2,210156495143
1535554,2,3118,8,211733093889,3,273897511661
1535581,3,19320,4,275578370561,2,213413947707
1535603,2,3119,8,214861538305,3,277025968847
1535633,3,19321,4,278836882433,2,216672446294
1535654,2,3120,8,218117039617,3,280281483430
1535681,3,19322,4,281975570945,2,219811122006
1535707,2,3121,8,221374406145,3,283538863252
1535730,3,19323,4,285105605121,2,222941143410
1535756,2,3122,8,224629817345,3,286794287725
1535779,3,19324,4,288234642433,2,226070167971
1535808,2,3123,8,227889475073,3,290053958752
1535831,3,19325,4,291488650753,2,229324163012
1535856,2,3124,8,231016310785,3,293180807207
1535881,3,19326,4,294747897345,2,232583396322
1535905,2,3125,8,234146144769,3,296310653969
1535940,3,19327,4,298006575105,2,235842060785
1535972,2,3126,8,237274251265,3,299438773210
1535983,3,19328,4,301266777089,2,239102249471
1536006,2,3127,8,240533402625,3,302697937859
1536034,3,19329,4,304396792321,2,242232251941
1536057,2,3128,8,243788416001,3,305952964504
1536083,3,19330,4,307527727617,2,245363174480
1536108,2,3129,8,247037349377,3,309201911126
1536132,3,19331,4,310658613249,2,248494047340
1536160,2,3130,8,250300298753,3,312464873796
1536184,3,19332,4,313917411329,2,251752832131
1536208,2,3131,8,253421604353,3,315586192109
1536233,3,19333,4,317187866625,2,255023274093
1536257,2,3132,8,256549740033,3,318714340543
1536283,3,19334,4,320440240129,2,258275634340
1536305,2,3133,8,259678076929,3,321842690190
1536333,3,19335,4,323571101697,2,261406483127
1536359,2,3134,8,262934290945,3,325098917471
1536383,3,19336,4,326698021377,2,264533390061
1536408,2,3135,8,266191844353,3,328356484144
1536431,3,19337,4,329834543617,2,267669899507
