IEEE,SR_V1,SR_V2,DSR,CDSR,VICON,TIME
280.0,288.0,288.0,287.0,290.0,310.5085,1490446.0
280.0,288.0,288.0,287.0,291.4,311.7744,1490463.0
280.0,288.0,288.0,287.0,292.7,312.9492,1490480.0
291.0,291.0,291.0,294.0,299.4,316.4969,1490497.0
291.0,291.0,291.0,294.0,301.7,320.0116,1490513.3333333333
291.0,291.0,291.0,294.0,303.9,321.1909,1490529.6666666667
291.0,298.0,298.0,299.0,302.8,321.1909,1490546.0
291.0,298.0,298.0,299.0,304.5,323.5303,1490562.3333333333
291.0,298.0,298.0,299.0,306.2,325.8351,1490578.6666666667
307.0,307.0,307.0,311.0,319.9,326.9790,1490595.0
307.0,307.0,307.0,311.0,323.9,329.2175,1490611.3333333333
307.0,307.0,307.0,311.0,327.9,331.3979,1490627.6666666667
307.0,308.0,308.0,310.0,310.0,332.5084,1490644.0
307.0,308.0,308.0,310.0,310.0,334.5566,1490661.0
307.0,308.0,308.0,310.0,310.0,336.5611,1490678.0
316.0,316.0,316.0,318.0,318.0,337.5512,1490695.0
316.0,316.0,316.0,318.0,318.0,339.4837,1490712.0
316.0,316.0,316.0,318.0,318.0,341.3619,1490729.0
316.0,319.0,319.0,319.0,319.7,342.3068,1490746.0
316.0,319.0,319.0,319.0,320.1,344.1708,1490763.3333333333
316.0,319.0,319.0,319.0,320.4,345.9960,1490780.6666666667
325.0,325.0,325.0,326.0,331.3,346.9074,1490798.0
325.0,325.0,325.0,326.0,333.6,348.6600,1490815.0
325.0,325.0,325.0,326.0,336.0,350.4075,1490832.0
325.0,331.0,331.0,331.0,334.9,352.1380,1490849.0
325.0,331.0,331.0,331.0,336.5,352.9820,1490865.3333333333
325.0,331.0,331.0,331.0,338.1,354.6516,1490881.6666666667
334.0,334.0,334.0,337.0,341.6,356.3143,1490898.0
334.0,334.0,334.0,337.0,343.6,357.1393,1490914.0
334.0,334.0,334.0,337.0,345.6,357.9535,1490930.0
334.0,342.0,342.0,343.0,347.5,359.5354,1490946.0
334.0,342.0,342.0,343.0,349.5,361.0535,1490962.6666666667
334.0,342.0,342.0,343.0,351.5,362.5286,1490979.3333333333
339.0,339.0,339.0,340.0,340.0,364.0105,1490996.0
339.0,339.0,339.0,340.0,340.0,364.7296,1491012.6666666667
339.0,339.0,339.0,340.0,340.0,365.4550,1491029.3333333333
339.0,346.0,346.0,348.0,348.0,366.9281,1491046.0
339.0,346.0,346.0,348.0,348.0,368.3495,1491063.3333333333
339.0,346.0,346.0,348.0,348.0,369.7224,1491080.6666666667
349.0,349.0,349.0,350.0,351.5,371.0740,1491098.0
349.0,349.0,349.0,350.0,352.1,371.7388,1491114.6666666667
349.0,349.0,349.0,350.0,352.8,373.0752,1491131.3333333333
349.0,351.0,351.0,351.0,351.8,374.4322,1491148.0
349.0,351.0,351.0,351.0,352.1,375.1201,1491165.0
349.0,351.0,351.0,351.0,352.4,376.5141,1491182.0
357.0,357.0,357.0,360.0,367.0,377.9008,1491199.0
357.0,357.0,357.0,360.0,369.9,378.5950,1491215.3333333333
357.0,357.0,357.0,360.0,372.8,379.9603,1491231.6666666667
357.0,360.0,360.0,360.0,360.0,380.6368,1491248.0
357.0,360.0,360.0,360.0,360.0,381.9730,1491265.0
357.0,360.0,360.0,360.0,360.0,383.2909,1491282.0
365.0,365.0,365.0,368.0,374.0,384.5987,1491299.0
365.0,365.0,365.0,368.0,376.7,385.2264,1491315.0
365.0,365.0,365.0,368.0,379.4,387.7832,1491331.0
365.0,368.0,368.0,370.0,371.5,388.3868,1491347.0
365.0,368.0,368.0,370.0,372.2,388.3868,1491363.6666666667
365.0,368.0,368.0,370.0,372.9,389.6658,1491380.3333333333
372.0,372.0,372.0,374.0,376.9,390.9323,1491397.0
372.0,372.0,372.0,374.0,378.2,391.5522,1491414.0
372.0,372.0,372.0,374.0,379.6,392.8060,1491431.0
372.0,377.0,377.0,378.0,381.0,393.3937,1491448.0
372.0,377.0,377.0,378.0,382.3,394.5806,1491465.0
372.0,377.0,377.0,378.0,383.6,395.7376,1491482.0
380.0,380.0,380.0,380.0,381.5,396.2956,1491499.0
380.0,380.0,380.0,380.0,382.2,396.8271,1491516.0
380.0,380.0,380.0,380.0,382.9,398.5556,1491533.0
380.0,383.0,383.0,384.0,387.1,399.1032,1491550.0
380.0,383.0,383.0,384.0,388.4,399.6627,1491566.3333333333
380.0,383.0,383.0,384.0,389.7,401.3043,1491582.6666666667
386.0,386.0,386.0,386.0,387.5,402.3703,1491599.0
386.0,386.0,386.0,386.0,388.2,403.4234,1491615.3333333333
386.0,386.0,386.0,386.0,388.9,404.4574,1491631.6666666667
386.0,389.0,389.0,391.0,394.8,404.9709,1491648.0
386.0,389.0,389.0,391.0,396.4,405.4763,1491664.3333333333
386.0,389.0,389.0,391.0,398.1,406.4936,1491680.6666666667
392.0,392.0,392.0,392.0,392.7,407.5102,1491697.0
392.0,392.0,392.0,392.0,393.1,408.0045,1491714.0
392.0,392.0,392.0,392.0,393.4,409.0224,1491731.0
392.0,396.0,396.0,397.0,400.6,410.0233,1491748.0
392.0,396.0,396.0,397.0,402.3,410.5379,1491765.0
392.0,396.0,396.0,397.0,404.0,411.5366,1491782.0
398.0,398.0,398.0,399.0,400.5,413.6063,1491799.0
398.0,398.0,398.0,399.0,401.2,413.6063,1491816.0
398.0,398.0,398.0,399.0,401.8,414.0835,1491833.0
398.0,400.0,400.0,400.0,400.8,414.6086,1491850.0
398.0,400.0,400.0,400.0,401.1,415.1071,1491866.3333333333
398.0,400.0,400.0,400.0,401.4,416.5564,1491882.6666666667
402.0,402.0,402.0,402.0,403.6,417.5074,1491899.0
402.0,402.0,402.0,402.0,404.2,418.5415,1491915.3333333333
402.0,402.0,402.0,402.0,404.9,419.0178,1491931.6666666667
402.0,404.0,404.0,405.0,407.3,419.9974,1491948.0
402.0,404.0,404.0,405.0,408.3,420.4817,1491964.6666666667
402.0,404.0,404.0,405.0,409.3,421.4326,1491981.3333333333
406.0,406.0,406.0,406.0,406.7,421.8804,1491998.0
406.0,406.0,406.0,406.0,407.1,422.7574,1492014.0
406.0,406.0,406.0,406.0,407.4,423.6113,1492030.0
406.0,407.0,407.0,408.0,409.4,424.4241,1492046.0
406.0,407.0,407.0,408.0,410.1,425.6082,1492081.0
406.0,407.0,407.0,408.0,410.8,426.7351,1492116.0
411.0,411.0,411.0,412.0,414.9,428.1371,1492151.0
411.0,411.0,411.0,412.0,416.3,428.1371,1492152.0
411.0,411.0,411.0,412.0,417.6,428.1371,1492153.0
411.0,407.0,407.0,407.0,407.0,428.1371,1492154.0
411.0,407.0,407.0,407.0,407.0,428.8029,1492169.0
411.0,407.0,407.0,407.0,407.0,429.1394,1492184.0
410.0,410.0,410.0,413.0,413.0,429.7229,1492199.0
410.0,410.0,410.0,413.0,413.0,430.2756,1492215.3333333333
410.0,410.0,410.0,413.0,413.0,430.5297,1492231.6666666667
410.0,412.0,412.0,412.0,412.0,430.7414,1492248.0
410.0,412.0,412.0,412.0,412.0,431.2339,1492264.3333333333
410.0,412.0,412.0,412.0,412.0,431.8838,1492280.6666666667
412.0,412.0,412.0,413.0,413.0,432.0552,1492297.0
412.0,412.0,412.0,413.0,413.0,432.2977,1492313.6666666667
412.0,412.0,412.0,413.0,413.0,432.6050,1492330.3333333333
412.0,413.0,413.0,413.0,413.0,432.9324,1492347.0
412.0,413.0,413.0,413.0,413.0,433.0764,1492363.0
412.0,413.0,413.0,413.0,413.0,433.3482,1492379.0
413.0,413.0,413.0,414.0,414.0,433.5403,1492395.0
413.0,413.0,413.0,414.0,414.0,433.7863,1492412.0
413.0,413.0,413.0,414.0,414.0,433.8655,1492429.0
413.0,416.0,416.0,416.0,417.5,434.0372,1492446.0
413.0,416.0,416.0,416.0,418.1,434.1633,1492463.0
413.0,416.0,416.0,416.0,418.8,434.2848,1492480.0
418.0,418.0,418.0,417.0,417.8,434.3571,1492497.0
418.0,418.0,418.0,417.0,418.1,434.3744,1492514.3333333333
418.0,418.0,418.0,417.0,418.4,434.3744,1492531.6666666667
418.0,412.0,412.0,412.0,412.0,434.3494,1492549.0
418.0,412.0,412.0,412.0,412.0,434.2730,1492565.0
418.0,412.0,412.0,412.0,412.0,433.9157,1492581.0
414.0,414.0,414.0,415.0,415.0,433.9157,1492597.0
414.0,414.0,414.0,415.0,415.0,433.8188,1492613.3333333333
414.0,414.0,414.0,415.0,415.0,433.5650,1492629.6666666667
414.0,418.0,418.0,418.0,420.3,433.3280,1492646.0
414.0,418.0,418.0,418.0,421.3,433.2930,1492663.3333333333
414.0,418.0,418.0,418.0,422.3,433.0606,1492680.6666666667
415.0,415.0,415.0,415.0,415.0,432.5747,1492698.0
415.0,415.0,415.0,415.0,415.0,432.3648,1492713.6666666667
415.0,415.0,415.0,415.0,415.0,431.9817,1492729.3333333333
415.0,417.0,417.0,416.0,416.0,431.7976,1492745.0
415.0,417.0,417.0,416.0,416.0,431.3889,1492762.0
415.0,417.0,417.0,416.0,416.0,430.9719,1492779.0
412.0,412.0,412.0,412.0,412.0,430.7621,1492796.0
412.0,412.0,412.0,412.0,412.0,430.2683,1492812.6666666667
412.0,412.0,412.0,412.0,412.0,429.7836,1492829.3333333333
412.0,410.0,410.0,411.0,411.0,429.5699,1492846.0
412.0,410.0,410.0,411.0,411.0,429.0181,1492863.3333333333
412.0,410.0,410.0,411.0,411.0,428.4871,1492880.6666666667
411.0,411.0,411.0,412.0,412.0,427.6608,1492898.0
411.0,411.0,411.0,412.0,412.0,427.3323,1492914.0
411.0,411.0,411.0,412.0,412.0,427.0623,1492930.0
411.0,411.0,411.0,411.0,411.0,426.3958,1492946.0
411.0,411.0,411.0,411.0,411.0,426.1421,1492963.0
411.0,411.0,411.0,411.0,411.0,425.7932,1492980.0
408.0,408.0,408.0,406.0,402.2,425.1268,1492997.0
408.0,408.0,408.0,406.0,400.5,424.4207,1493013.0
408.0,408.0,408.0,406.0,398.8,423.6849,1493029.0
408.0,408.0,408.0,408.0,408.0,423.3572,1493045.0
408.0,408.0,408.0,408.0,408.0,422.3696,1493061.3333333333
408.0,408.0,408.0,408.0,408.0,421.9929,1493077.6666666667
406.0,406.0,406.0,406.0,406.0,421.0797,1493094.0
406.0,406.0,406.0,406.0,406.0,420.1865,1493111.0
406.0,406.0,406.0,406.0,406.0,419.7069,1493128.0
406.0,403.0,403.0,403.0,400.8,418.6504,1493145.0
406.0,403.0,403.0,403.0,399.8,417.6651,1493162.0
406.0,403.0,403.0,403.0,398.8,416.0678,1493179.0
403.0,403.0,403.0,403.0,403.0,415.5109,1493196.0
403.0,403.0,403.0,403.0,403.0,414.9575,1493213.0
403.0,403.0,403.0,403.0,403.0,413.7884,1493230.0
403.0,400.0,400.0,400.0,400.0,412.5557,1493247.0
403.0,400.0,400.0,400.0,400.0,411.9385,1493263.6666666667
403.0,400.0,400.0,400.0,400.0,410.6363,1493280.3333333333
395.0,395.0,395.0,396.0,392.9,409.2967,1493297.0
395.0,395.0,395.0,396.0,391.6,409.2967,1493313.3333333333
395.0,395.0,395.0,396.0,390.3,407.9075,1493329.6666666667
395.0,390.0,390.0,389.0,383.6,405.7146,1493346.0
395.0,390.0,390.0,389.0,381.3,404.9518,1493362.3333333333
395.0,390.0,390.0,389.0,378.9,404.1814,1493378.6666666667
388.0,388.0,388.0,387.0,385.5,402.6081,1493395.0
388.0,388.0,388.0,387.0,384.8,400.9857,1493411.3333333333
388.0,388.0,388.0,387.0,384.2,399.3273,1493427.6666666667
388.0,383.0,383.0,381.0,376.6,398.5132,1493444.0
388.0,383.0,383.0,381.0,374.5,396.8619,1493461.3333333333
388.0,383.0,383.0,381.0,372.5,392.6064,1493478.6666666667
380.0,380.0,380.0,378.0,375.8,392.6064,1493496.0
380.0,380.0,380.0,378.0,374.8,390.9289,1493513.0
380.0,380.0,380.0,378.0,373.8,390.9289,1493530.0
380.0,376.0,376.0,375.0,372.8,390.0599,1493547.0
380.0,376.0,376.0,375.0,371.8,388.4168,1493563.6666666667
380.0,376.0,376.0,375.0,370.8,386.7605,1493580.3333333333
370.0,370.0,370.0,369.0,364.4,385.9235,1493597.0
370.0,370.0,370.0,369.0,362.4,384.2436,1493614.3333333333
370.0,370.0,370.0,369.0,360.4,382.5842,1493631.6666666667
370.0,368.0,368.0,367.0,365.4,380.9060,1493649.0
370.0,368.0,368.0,367.0,364.8,380.0619,1493665.0
370.0,368.0,368.0,367.0,364.2,378.3304,1493681.0
364.0,364.0,364.0,363.0,359.9,377.4975,1493697.0
364.0,364.0,364.0,363.0,358.6,373.9746,1493713.6666666667
364.0,364.0,364.0,363.0,357.2,373.0652,1493730.3333333333
364.0,358.0,358.0,357.0,352.5,373.0652,1493747.0
364.0,358.0,358.0,357.0,350.5,371.2873,1493763.3333333333
364.0,358.0,358.0,357.0,348.5,368.5926,1493779.6666666667
355.0,355.0,355.0,354.0,351.8,368.5926,1493796.0
355.0,355.0,355.0,354.0,350.8,367.6368,1493812.6666666667
355.0,355.0,355.0,354.0,349.7,364.9111,1493829.3333333333
355.0,351.0,351.0,350.0,347.1,363.0378,1493846.0
355.0,351.0,351.0,350.0,345.8,362.1549,1493863.3333333333
355.0,351.0,351.0,350.0,344.4,360.3026,1493880.6666666667
342.0,342.0,342.0,343.0,337.8,358.4930,1493898.0
342.0,342.0,342.0,343.0,335.5,357.5394,1493914.6666666667
342.0,342.0,342.0,343.0,333.1,355.6839,1493931.3333333333
342.0,341.0,341.0,343.0,343.0,352.0706,1493948.0
342.0,341.0,341.0,343.0,343.0,352.0706,1493965.3333333333
342.0,341.0,341.0,343.0,343.0,351.1549,1493982.6666666667
335.0,335.0,335.0,335.0,335.0,349.3365,1494000.0
335.0,335.0,335.0,335.0,335.0,348.4194,1494016.3333333333
335.0,335.0,335.0,335.0,335.0,346.5905,1494032.6666666667
335.0,331.0,331.0,332.0,329.7,344.7432,1494049.0
335.0,331.0,331.0,332.0,328.7,341.9343,1494065.0
335.0,331.0,331.0,332.0,327.7,340.0638,1494081.0
327.0,327.0,327.0,326.0,321.5,340.0638,1494097.0
327.0,327.0,327.0,326.0,319.5,339.1159,1494113.3333333333
327.0,327.0,327.0,326.0,317.5,336.3086,1494129.6666666667
327.0,323.0,323.0,323.0,320.8,335.3581,1494146.0
327.0,323.0,323.0,323.0,319.8,334.4061,1494162.3333333333
327.0,323.0,323.0,323.0,318.8,332.5096,1494178.6666666667
317.0,317.0,317.0,316.0,311.0,332.5096,1494195.0
317.0,317.0,317.0,316.0,308.6,331.5588,1494212.0
317.0,317.0,317.0,316.0,306.1,331.5588,1494229.0
317.0,311.0,311.0,311.0,307.4,325.6787,1494246.0
317.0,311.0,311.0,311.0,305.7,324.6987,1494263.0
317.0,311.0,311.0,311.0,304.0,322.6594,1494280.0
304.0,304.0,304.0,305.0,300.5,320.6089,1494297.0
304.0,304.0,304.0,305.0,298.5,319.5834,1494314.0
304.0,304.0,304.0,305.0,296.5,317.4963,1494331.0
304.0,299.0,299.0,301.0,297.9,315.3843,1494348.0
304.0,299.0,299.0,301.0,296.6,314.3087,1494364.6666666667
304.0,299.0,299.0,301.0,295.4,312.1729,1494381.3333333333
293.0,293.0,293.0,294.0,288.5,310.0155,1494398.0
293.0,293.0,293.0,294.0,286.2,308.8598,1494414.0
293.0,293.0,293.0,294.0,283.9,304.3637,1494430.0
293.0,293.0,293.0,294.0,294.0,304.3637,1494446.0
293.0,293.0,293.0,294.0,294.0,303.2209,1494462.3333333333
293.0,293.0,293.0,294.0,294.0,300.9080,1494478.6666666667
284.0,284.0,284.0,284.0,284.0,299.7586,1494495.0
284.0,284.0,284.0,284.0,284.0,296.2753,1494511.6666666667
284.0,284.0,284.0,284.0,284.0,295.1141,1494528.3333333333
284.0,279.0,279.0,277.0,272.0,294.0145,1494545.0
284.0,279.0,279.0,277.0,269.5,291.6592,1494561.6666666667
284.0,279.0,279.0,277.0,267.1,289.4345,1494578.3333333333
272.0,272.0,272.0,274.0,271.8,288.2017,1494595.0
272.0,272.0,272.0,274.0,270.8,285.8734,1494612.0
272.0,272.0,272.0,274.0,269.8,284.7336,1494629.0
272.0,270.0,270.0,269.0,265.2,281.1792,1494646.0
272.0,270.0,270.0,269.0,260.4,275.3322,1494695.6666666667
272.0,270.0,270.0,269.0,255.5,270.4353,1494745.3333333333
263.0,263.0,263.0,263.0,259.5,264.2405,1494795.0
263.0,263.0,263.0,263.0,258.8,257.6903,1494811.6666666667
263.0,263.0,263.0,263.0,258.2,257.6903,1494828.3333333333
263.0,242.0,242.0,242.0,226.4,257.6903,1494845.0
263.0,242.0,242.0,242.0,219.4,255.0774,1494861.3333333333
263.0,242.0,242.0,242.0,212.4,255.0774,1494877.6666666667
233.0,233.0,233.0,234.0,228.2,251.0082,1494894.0
233.0,233.0,233.0,234.0,225.4,249.6538,1494911.0
233.0,233.0,233.0,234.0,222.7,249.6538,1494928.0
233.0,227.0,227.0,230.0,227.1,245.7425,1494945.0
233.0,227.0,227.0,230.0,225.7,241.6353,1494961.6666666667
233.0,227.0,227.0,230.0,224.4,239.0379,1494978.3333333333
223.0,223.0,223.0,225.0,221.2,237.6119,1494995.0
223.0,223.0,223.0,225.0,219.6,234.8970,1495012.0
223.0,223.0,223.0,225.0,217.9,229.5277,1495029.0
223.0,218.0,218.0,221.0,217.9,229.5277,1495046.0
223.0,218.0,218.0,221.0,216.6,228.2662,1495062.3333333333
223.0,218.0,218.0,221.0,215.3,225.3037,1495078.6666666667
213.0,213.0,213.0,212.0,205.1,223.9367,1495095.0
213.0,213.0,213.0,212.0,202.1,221.6740,1495111.6666666667
213.0,213.0,213.0,212.0,199.1,220.3235,1495128.3333333333
213.0,206.0,206.0,206.0,201.5,217.9314,1495145.0
213.0,206.0,206.0,206.0,199.5,215.2196,1495161.0
213.0,206.0,206.0,206.0,197.5,213.8323,1495177.0
204.0,204.0,204.0,205.0,204.3,211.2030,1495193.0
204.0,204.0,204.0,205.0,205.0,208.6581,1495210.0
204.0,204.0,204.0,205.0,205.0,206.1449,1495227.0
204.0,195.0,195.0,194.0,185.9,204.8982,1495244.0
204.0,195.0,195.0,194.0,182.2,202.2280,1495261.0
204.0,195.0,195.0,194.0,178.5,201.0974,1495278.0
186.0,186.0,186.0,188.0,183.5,198.4844,1495295.0
186.0,186.0,186.0,188.0,181.5,196.0620,1495312.3333333333
186.0,186.0,186.0,188.0,179.5,193.6752,1495329.6666666667
186.0,181.0,181.0,182.0,177.3,192.3732,1495347.0
186.0,181.0,181.0,182.0,175.4,189.9897,1495363.6666666667
186.0,181.0,181.0,182.0,173.5,185.1767,1495380.3333333333
173.0,173.0,173.0,172.0,164.3,185.1767,1495397.0
173.0,173.0,173.0,172.0,161.0,183.9883,1495412.6666666667
173.0,173.0,173.0,172.0,157.6,181.6342,1495428.3333333333
173.0,167.0,167.0,165.0,159.8,180.4051,1495444.0
173.0,167.0,167.0,165.0,157.4,178.0588,1495460.3333333333
173.0,167.0,167.0,165.0,155.1,176.8501,1495476.6666666667
161.0,161.0,161.0,159.0,154.6,173.3362,1495493.0
161.0,161.0,161.0,159.0,152.5,172.1670,1495510.0
161.0,161.0,161.0,159.0,150.5,171.0333,1495527.0
161.0,157.0,157.0,156.0,153.8,168.8234,1495544.0
161.0,157.0,157.0,156.0,152.8,166.6998,1495561.0
161.0,157.0,157.0,156.0,151.8,164.6307,1495578.0
152.0,152.0,152.0,151.0,147.3,163.6300,1495595.0
152.0,152.0,152.0,151.0,145.6,161.7213,1495612.0
152.0,152.0,152.0,151.0,144.0,158.9764,1495629.0
152.0,144.0,144.0,144.0,138.7,158.0762,1495646.0
152.0,144.0,144.0,144.0,136.3,157.2252,1495663.3333333333
152.0,144.0,144.0,144.0,134.0,155.4228,1495680.6666666667
139.0,139.0,139.0,138.0,133.3,153.6421,1495698.0
139.0,139.0,139.0,138.0,131.4,152.7582,1495714.6666666667
139.0,139.0,139.0,138.0,129.5,150.9464,1495731.3333333333
139.0,136.0,136.0,137.0,136.2,150.0269,1495748.0
139.0,136.0,136.0,137.0,137.0,148.1701,1495763.6666666667
139.0,136.0,136.0,137.0,137.0,146.2847,1495779.3333333333
136.0,136.0,136.0,136.0,135.2,145.3575,1495795.0
136.0,136.0,136.0,136.0,136.0,143.4308,1495811.3333333333
136.0,136.0,136.0,136.0,136.0,142.5055,1495827.6666666667
136.0,129.0,129.0,128.0,122.1,140.5649,1495844.0
136.0,129.0,129.0,128.0,119.4,138.7176,1495861.0
136.0,129.0,129.0,128.0,116.6,136.8435,1495878.0
121.0,121.0,121.0,120.0,114.2,135.9701,1495895.0
121.0,121.0,121.0,120.0,111.6,134.1972,1495912.0
121.0,121.0,121.0,120.0,108.9,132.4715,1495929.0
121.0,114.0,114.0,116.0,113.0,131.5792,1495946.0
121.0,114.0,114.0,116.0,111.7,129.8222,1495963.0
121.0,114.0,114.0,116.0,110.4,128.1405,1495980.0
115.0,115.0,115.0,116.0,116.0,127.2713,1495997.0
115.0,115.0,115.0,116.0,116.0,125.5383,1496014.3333333333
115.0,115.0,115.0,116.0,116.0,123.7634,1496031.6666666667
115.0,112.0,112.0,112.0,112.0,121.9962,1496049.0
115.0,112.0,112.0,112.0,112.0,121.1090,1496065.0
115.0,112.0,112.0,112.0,112.0,119.2781,1496081.0
107.0,107.0,107.0,107.0,103.1,116.6715,1496097.0
107.0,107.0,107.0,107.0,101.5,116.6715,1496113.3333333333
107.0,107.0,107.0,107.0,99.8,115.7954,1496129.6666666667
107.0,103.0,103.0,102.0,98.2,114.0835,1496146.0
107.0,103.0,103.0,102.0,96.6,112.4506,1496162.6666666667
107.0,103.0,103.0,102.0,94.9,110.8405,1496179.3333333333
96.0,96.0,96.0,95.0,89.8,109.1909,1496196.0
96.0,96.0,96.0,95.0,87.5,108.4076,1496212.0
96.0,96.0,96.0,95.0,85.2,106.8597,1496228.0
96.0,97.0,97.0,97.0,97.0,106.0756,1496244.0
96.0,97.0,97.0,97.0,97.0,104.5407,1496262.3333333333
96.0,97.0,97.0,97.0,97.0,103.0330,1496280.6666666667
95.0,95.0,95.0,94.0,94.0,101.6093,1496299.0
95.0,95.0,95.0,94.0,94.0,100.9139,1496315.0
95.0,95.0,95.0,94.0,94.0,99.5458,1496331.0
95.0,93.0,93.0,92.0,90.5,99.5458,1496347.0
95.0,93.0,93.0,92.0,89.8,98.1636,1496364.0
95.0,93.0,93.0,92.0,89.2,98.1636,1496381.0
88.0,88.0,88.0,87.0,83.2,95.0229,1496398.0
88.0,88.0,88.0,87.0,81.6,94.4497,1496414.0
88.0,88.0,88.0,87.0,80.0,93.8629,1496430.0
88.0,84.0,84.0,84.0,81.7,92.3177,1496446.0
88.0,84.0,84.0,84.0,80.7,91.8319,1496464.0
88.0,84.0,84.0,84.0,79.7,90.8784,1496482.0
80.0,80.0,80.0,79.0,75.2,89.9840,1496500.0
80.0,80.0,80.0,79.0,73.5,89.5728,1496515.0
80.0,80.0,80.0,79.0,71.9,88.7990,1496530.0
80.0,79.0,79.0,78.0,77.3,88.0888,1496545.0
80.0,79.0,79.0,78.0,78.0,87.7589,1496561.3333333333
80.0,79.0,79.0,78.0,78.0,86.6152,1496577.6666666667
73.0,73.0,73.0,72.0,67.7,86.6152,1496594.0
73.0,73.0,73.0,72.0,65.6,85.8903,1496611.0
73.0,73.0,73.0,72.0,63.5,85.8903,1496628.0
73.0,75.0,75.0,74.0,74.0,85.6696,1496645.0
73.0,75.0,75.0,74.0,74.0,85.2818,1496661.6666666667
73.0,75.0,75.0,74.0,74.0,84.8021,1496678.3333333333
73.0,73.0,73.0,72.0,72.0,84.6103,1496695.0
73.0,73.0,73.0,72.0,72.0,84.4322,1496713.0
73.0,73.0,73.0,72.0,72.0,84.1116,1496731.0
73.0,72.0,72.0,71.0,71.0,83.7726,1496749.0
73.0,72.0,72.0,71.0,71.0,83.4973,1496764.6666666667
73.0,72.0,72.0,71.0,71.0,83.3582,1496780.3333333333
70.0,70.0,70.0,70.0,70.0,83.3582,1496796.0
70.0,70.0,70.0,70.0,70.0,83.0201,1496812.0
70.0,70.0,70.0,70.0,70.0,82.8458,1496828.0
70.0,71.0,71.0,71.0,71.0,82.7560,1496844.0
70.0,71.0,71.0,71.0,71.0,82.6390,1496861.0
70.0,71.0,71.0,71.0,71.0,82.5786,1496878.0
69.0,69.0,69.0,67.0,67.0,82.5116,1496895.0
69.0,69.0,69.0,67.0,67.0,82.5032,1496911.6666666667
69.0,69.0,69.0,67.0,67.0,82.4797,1496928.3333333333
69.0,68.0,68.0,67.0,67.0,82.4807,1496945.0
69.0,68.0,68.0,67.0,67.0,82.5067,1496961.6666666667
69.0,68.0,68.0,67.0,67.0,82.5049,1496978.3333333333
71.0,71.0,71.0,71.0,73.9,82.5366,1496995.0
71.0,71.0,71.0,71.0,75.3,82.5777,1497011.3333333333
71.0,71.0,71.0,71.0,76.6,82.6013,1497027.6666666667
71.0,70.0,70.0,69.0,69.0,82.6170,1497044.0
71.0,70.0,70.0,69.0,69.0,82.6731,1497061.6666666667
71.0,70.0,70.0,69.0,69.0,82.7056,1497079.3333333333
68.0,68.0,68.0,66.0,63.7,82.7612,1497097.0
68.0,68.0,68.0,66.0,62.7,82.7868,1497113.3333333333
68.0,68.0,68.0,66.0,61.8,82.8744,1497129.6666666667
68.0,69.0,69.0,69.0,69.0,82.8535,1497146.0
68.0,69.0,69.0,69.0,69.0,82.9248,1497162.0
68.0,69.0,69.0,69.0,69.0,82.9948,1497178.0
70.0,70.0,70.0,69.0,69.0,83.0307,1497194.0
70.0,70.0,70.0,69.0,69.0,83.1415,1497210.0
70.0,70.0,70.0,69.0,69.0,83.2220,1497226.0
70.0,73.0,73.0,74.0,77.7,83.2924,1497242.0
70.0,73.0,73.0,74.0,79.4,83.4056,1497258.3333333333
70.0,73.0,73.0,74.0,81.1,83.4791,1497274.6666666667
71.0,71.0,71.0,69.0,69.0,83.7095,1497291.0
71.0,71.0,71.0,69.0,69.0,83.7095,1497308.0
71.0,71.0,71.0,69.0,69.0,83.7911,1497325.0
71.0,70.0,70.0,70.0,70.0,83.9186,1497342.0
71.0,70.0,70.0,70.0,70.0,84.0605,1497359.0
71.0,70.0,70.0,70.0,70.0,84.1166,1497376.0
70.0,70.0,70.0,69.0,69.0,84.2327,1497393.0
70.0,70.0,70.0,69.0,69.0,84.4020,1497410.0
70.0,70.0,70.0,69.0,69.0,84.4914,1497427.0
70.0,68.0,68.0,69.0,69.0,84.7001,1497444.0
70.0,68.0,68.0,69.0,69.0,84.9273,1497460.3333333333
70.0,68.0,68.0,69.0,69.0,85.0433,1497476.6666666667
67.0,67.0,67.0,65.0,65.0,85.3101,1497493.0
67.0,67.0,67.0,65.0,65.0,85.6203,1497509.3333333333
67.0,67.0,67.0,65.0,65.0,85.7791,1497525.6666666667
67.0,69.0,69.0,71.0,71.0,86.1388,1497542.0
67.0,69.0,69.0,71.0,71.0,86.4968,1497558.3333333333
67.0,69.0,69.0,71.0,71.0,86.9206,1497574.6666666667
68.0,68.0,68.0,68.0,68.0,87.1286,1497591.0
68.0,68.0,68.0,68.0,68.0,87.3521,1497608.0
68.0,68.0,68.0,68.0,68.0,87.8287,1497625.0
68.0,66.0,66.0,65.0,62.8,88.3491,1497642.0
68.0,66.0,66.0,65.0,61.8,88.6254,1497659.0
68.0,66.0,66.0,65.0,60.8,89.5467,1497676.0
67.0,67.0,67.0,68.0,68.0,89.9038,1497693.0
67.0,67.0,67.0,68.0,68.0,90.2949,1497710.0
67.0,67.0,67.0,68.0,68.0,91.4568,1497727.0
67.0,70.0,70.0,71.0,73.3,91.8849,1497744.0
67.0,70.0,70.0,71.0,74.3,92.7593,1497761.0
67.0,70.0,70.0,71.0,75.3,93.6900,1497778.0
