IEEE,SR_V1,SR_V2,DSR,CDSR,VICON,TIME
70.0,70.0,70.0,71.0,71.0,87.1752,1416372.0
70.0,70.0,70.0,71.0,71.0,87.1800,1416388.3333333333
70.0,70.0,70.0,71.0,71.0,87.1688,1416404.6666666667
70.0,71.0,71.0,73.0,73.0,87.1760,1416421.0
70.0,71.0,71.0,73.0,73.0,87.1850,1416437.3333333333
70.0,71.0,71.0,73.0,73.0,87.1793,1416453.6666666667
73.0,73.0,73.0,74.0,74.0,87.1560,1416470.0
73.0,73.0,73.0,74.0,74.0,87.1741,1416487.0
73.0,73.0,73.0,74.0,74.0,87.1794,1416504.0
73.0,71.0,71.0,72.0,72.0,87.1755,1416521.0
73.0,71.0,71.0,72.0,72.0,87.1748,1416538.0
73.0,71.0,71.0,72.0,72.0,87.1793,1416555.0
73.0,73.0,73.0,73.0,73.0,87.1793,1416572.0
73.0,73.0,73.0,73.0,73.0,87.1782,1416589.0
73.0,73.0,73.0,73.0,73.0,87.1782,1416606.0
73.0,73.0,73.0,75.0,76.6,87.1808,1416623.0
73.0,73.0,73.0,75.0,77.2,87.1772,1416642.6666666667
73.0,73.0,73.0,75.0,77.8,87.1773,1416662.3333333333
75.0,75.0,75.0,76.0,76.8,87.1817,1416682.0
75.0,75.0,75.0,76.0,77.1,87.1841,1416695.6666666667
75.0,75.0,75.0,76.0,77.4,87.1727,1416709.3333333333
75.0,71.0,71.0,73.0,73.0,87.1662,1416723.0
75.0,71.0,71.0,73.0,73.0,87.1771,1416739.0
75.0,71.0,71.0,73.0,73.0,87.1817,1416755.0
71.0,71.0,71.0,71.0,71.0,87.1806,1416771.0
71.0,71.0,71.0,71.0,71.0,87.1845,1416787.6666666667
71.0,71.0,71.0,71.0,71.0,87.1715,1416804.3333333333
71.0,70.0,70.0,72.0,72.0,87.1708,1416821.0
71.0,70.0,70.0,72.0,72.0,87.1741,1416838.0
71.0,70.0,70.0,72.0,72.0,87.1827,1416855.0
73.0,73.0,73.0,73.0,73.0,87.1862,1416872.0
73.0,73.0,73.0,73.0,73.0,87.1675,1416889.0
73.0,73.0,73.0,73.0,73.0,87.1838,1416906.0
73.0,72.0,72.0,72.0,72.0,87.1733,1416923.0
73.0,72.0,72.0,72.0,72.0,87.1744,1416940.3333333333
73.0,72.0,72.0,72.0,72.0,87.1843,1416957.6666666667
71.0,71.0,71.0,72.0,72.0,87.1732,1416975.0
71.0,71.0,71.0,72.0,72.0,87.1834,1416991.6666666667
71.0,71.0,71.0,72.0,72.0,87.1650,1417008.3333333333
71.0,74.0,74.0,75.0,77.3,87.1792,1417025.0
71.0,74.0,74.0,75.0,78.3,87.1792,1417042.0
71.0,74.0,74.0,75.0,79.3,87.1792,1417059.0
73.0,73.0,73.0,74.0,74.0,87.1838,1417076.0
73.0,73.0,73.0,74.0,74.0,87.1838,1417091.6666666667
73.0,73.0,73.0,74.0,74.0,87.1838,1417107.3333333333
73.0,71.0,71.0,72.0,72.0,87.1838,1417123.0
73.0,71.0,71.0,72.0,72.0,87.1735,1417139.3333333333
73.0,71.0,71.0,72.0,72.0,87.1831,1417155.6666666667
71.0,71.0,71.0,72.0,72.0,87.1853,1417172.0
71.0,71.0,71.0,72.0,72.0,87.1833,1417189.0
71.0,71.0,71.0,72.0,72.0,87.1825,1417206.0
71.0,74.0,74.0,74.0,74.0,87.1748,1417223.0
71.0,74.0,74.0,74.0,74.0,87.1819,1417240.0
71.0,74.0,74.0,74.0,74.0,87.1422,1417257.0
71.0,71.0,71.0,72.0,72.0,87.1422,1417274.0
71.0,71.0,71.0,72.0,72.0,87.1422,1417292.0
71.0,71.0,71.0,72.0,72.0,87.1859,1417310.0
71.0,71.0,71.0,73.0,73.0,87.1859,1417328.0
71.0,71.0,71.0,73.0,73.0,87.1846,1417343.3333333333
71.0,71.0,71.0,73.0,73.0,87.1753,1417358.6666666667
73.0,73.0,73.0,74.0,74.0,87.1533,1417374.0
73.0,73.0,73.0,74.0,74.0,87.1752,1417390.3333333333
73.0,73.0,73.0,74.0,74.0,87.1829,1417406.6666666667
73.0,69.0,69.0,69.0,69.0,87.1829,1417423.0
73.0,69.0,69.0,69.0,69.0,87.1842,1417439.3333333333
73.0,69.0,69.0,69.0,69.0,87.1737,1417455.6666666667
70.0,70.0,70.0,71.0,71.0,87.1690,1417472.0
70.0,70.0,70.0,71.0,71.0,87.1719,1417489.0
70.0,70.0,70.0,71.0,71.0,87.1778,1417506.0
70.0,73.0,73.0,74.0,76.2,87.1778,1417523.0
70.0,73.0,73.0,74.0,77.2,87.1803,1417540.0
70.0,73.0,73.0,74.0,78.2,87.1783,1417557.0
71.0,71.0,71.0,72.0,72.0,87.1778,1417574.0
71.0,71.0,71.0,72.0,72.0,87.1784,1417591.0
71.0,71.0,71.0,72.0,72.0,87.1800,1417608.0
71.0,71.0,71.0,71.0,71.0,87.1838,1417625.0
71.0,71.0,71.0,71.0,71.0,87.1857,1417641.6666666667
71.0,71.0,71.0,71.0,71.0,87.1801,1417658.3333333333
70.0,70.0,70.0,72.0,72.0,87.1790,1417675.0
70.0,70.0,70.0,72.0,72.0,87.1769,1417691.6666666667
70.0,70.0,70.0,72.0,72.0,87.1763,1417708.3333333333
70.0,70.0,70.0,70.0,70.0,87.1743,1417725.0
70.0,70.0,70.0,70.0,70.0,87.1765,1417741.0
70.0,70.0,70.0,70.0,70.0,87.1787,1417757.0
72.0,72.0,72.0,74.0,74.0,87.1825,1417773.0
72.0,72.0,72.0,74.0,74.0,87.1746,1417791.3333333333
72.0,72.0,72.0,74.0,74.0,87.1782,1417809.6666666667
72.0,72.0,72.0,73.0,73.0,87.1782,1417828.0
72.0,72.0,72.0,73.0,73.0,87.1639,1417843.0
72.0,72.0,72.0,73.0,73.0,87.1746,1417858.0
73.0,73.0,73.0,74.0,74.0,87.1680,1417873.0
73.0,73.0,73.0,74.0,74.0,87.1805,1417890.0
73.0,73.0,73.0,74.0,74.0,87.1829,1417907.0
73.0,71.0,71.0,71.0,71.0,87.1878,1417924.0
73.0,71.0,71.0,71.0,71.0,87.1819,1417940.6666666667
73.0,71.0,71.0,71.0,71.0,87.1780,1417957.3333333333
72.0,72.0,72.0,74.0,74.0,87.1850,1417974.0
72.0,72.0,72.0,74.0,74.0,87.1665,1417990.3333333333
72.0,72.0,72.0,74.0,74.0,87.1742,1418006.6666666667
72.0,72.0,72.0,73.0,73.0,87.1847,1418023.0
72.0,72.0,72.0,73.0,73.0,87.1743,1418039.3333333333
72.0,72.0,72.0,73.0,73.0,87.1853,1418055.6666666667
72.0,72.0,72.0,72.0,72.0,87.1822,1418072.0
72.0,72.0,72.0,72.0,72.0,87.1818,1418088.3333333333
72.0,72.0,72.0,72.0,72.0,87.1761,1418104.6666666667
72.0,72.0,72.0,72.0,72.0,87.1718,1418121.0
72.0,72.0,72.0,72.0,72.0,87.1731,1418137.3333333333
72.0,72.0,72.0,72.0,72.0,87.1766,1418153.6666666667
73.0,73.0,73.0,72.0,72.0,87.1698,1418170.0
73.0,73.0,73.0,72.0,72.0,87.1865,1418187.0
73.0,73.0,73.0,72.0,72.0,87.1865,1418204.0
73.0,74.0,74.0,74.0,74.0,87.1787,1418221.0
73.0,74.0,74.0,74.0,74.0,87.1813,1418238.0
73.0,74.0,74.0,74.0,74.0,87.1751,1418255.0
75.0,75.0,75.0,74.0,74.0,87.1751,1418272.0
75.0,75.0,75.0,74.0,74.0,87.1800,1418289.0
75.0,75.0,75.0,74.0,74.0,87.1736,1418306.0
75.0,71.0,71.0,72.0,72.0,87.1736,1418323.0
75.0,71.0,71.0,72.0,72.0,87.1754,1418339.3333333333
75.0,71.0,71.0,72.0,72.0,87.1881,1418355.6666666667
69.0,69.0,69.0,68.0,64.9,87.1898,1418372.0
69.0,69.0,69.0,68.0,63.5,87.1797,1418388.3333333333
69.0,69.0,69.0,68.0,62.2,87.1836,1418404.6666666667
69.0,70.0,70.0,72.0,72.0,87.1795,1418421.0
69.0,70.0,70.0,72.0,72.0,87.1792,1418437.3333333333
69.0,70.0,70.0,72.0,72.0,87.1762,1418453.6666666667
73.0,73.0,73.0,74.0,75.5,87.1808,1418470.0
73.0,73.0,73.0,74.0,76.2,87.1859,1418486.6666666667
73.0,73.0,73.0,74.0,76.8,87.1800,1418503.3333333333
73.0,70.0,70.0,70.0,70.0,87.1831,1418520.0
73.0,70.0,70.0,70.0,70.0,87.1674,1418536.6666666667
73.0,70.0,70.0,70.0,70.0,87.1674,1418553.3333333333
70.0,70.0,70.0,72.0,72.0,87.1837,1418570.0
70.0,70.0,70.0,72.0,72.0,87.1830,1418587.3333333333
70.0,70.0,70.0,72.0,72.0,87.1879,1418604.6666666667
70.0,71.0,71.0,73.0,73.0,87.1843,1418622.0
70.0,71.0,71.0,73.0,73.0,87.1878,1418638.6666666667
70.0,71.0,71.0,73.0,73.0,87.1814,1418655.3333333333
73.0,73.0,73.0,74.0,74.0,87.1714,1418672.0
73.0,73.0,73.0,74.0,74.0,87.1810,1418688.6666666667
73.0,73.0,73.0,74.0,74.0,87.1754,1418705.3333333333
73.0,70.0,70.0,71.0,71.0,87.1754,1418722.0
73.0,70.0,70.0,71.0,71.0,87.1754,1418738.3333333333
73.0,70.0,70.0,71.0,71.0,87.1754,1418754.6666666667
69.0,69.0,69.0,70.0,70.0,87.1680,1418771.0
69.0,69.0,69.0,70.0,70.0,87.1680,1418788.3333333333
69.0,69.0,69.0,70.0,70.0,87.1680,1418805.6666666667
69.0,71.0,71.0,73.0,73.0,87.1680,1418823.0
69.0,71.0,71.0,73.0,73.0,87.1680,1418838.0
69.0,71.0,71.0,73.0,73.0,87.1680,1418853.0
71.0,71.0,71.0,71.0,71.0,87.1680,1418868.0
71.0,71.0,71.0,71.0,71.0,87.1680,1418885.0
71.0,71.0,71.0,71.0,71.0,87.1680,1418902.0
71.0,73.0,73.0,74.0,74.0,87.1691,1418919.0
71.0,73.0,73.0,74.0,74.0,87.1691,1418948.3333333333
71.0,73.0,73.0,74.0,74.0,87.1691,1418977.6666666667
73.0,73.0,73.0,74.0,74.0,87.1691,1419007.0
73.0,73.0,73.0,74.0,74.0,87.1691,1419011.6666666667
73.0,73.0,73.0,74.0,74.0,87.1832,1419016.3333333333
73.0,72.0,72.0,73.0,73.0,87.1702,1419021.0
73.0,72.0,72.0,73.0,73.0,87.1637,1419039.6666666667
73.0,72.0,72.0,73.0,73.0,87.1762,1419058.3333333333
71.0,71.0,71.0,72.0,72.0,87.1796,1419077.0
71.0,71.0,71.0,72.0,72.0,87.1769,1419092.6666666667
71.0,71.0,71.0,72.0,72.0,87.1894,1419108.3333333333
71.0,74.0,74.0,75.0,75.0,87.1697,1419124.0
71.0,74.0,74.0,75.0,75.0,87.1575,1419139.6666666667
71.0,74.0,74.0,75.0,75.0,87.1714,1419155.3333333333
73.0,73.0,73.0,75.0,75.0,87.1538,1419171.0
73.0,73.0,73.0,75.0,75.0,87.1840,1419188.3333333333
73.0,73.0,73.0,75.0,75.0,87.1840,1419205.6666666667
73.0,74.0,74.0,74.0,74.0,87.1818,1419223.0
73.0,74.0,74.0,74.0,74.0,87.1818,1419238.6666666667
73.0,74.0,74.0,74.0,74.0,87.1778,1419254.3333333333
71.0,71.0,71.0,72.0,72.0,87.1732,1419270.0
71.0,71.0,71.0,72.0,72.0,87.1693,1419288.3333333333
71.0,71.0,71.0,72.0,72.0,87.1711,1419306.6666666667
71.0,69.0,69.0,70.0,68.5,87.1861,1419325.0
71.0,69.0,69.0,70.0,67.9,87.1867,1419340.6666666667
71.0,69.0,69.0,70.0,67.2,87.1814,1419356.3333333333
71.0,71.0,71.0,73.0,73.0,87.1877,1419372.0
71.0,71.0,71.0,73.0,73.0,87.1784,1419389.0
71.0,71.0,71.0,73.0,73.0,87.1434,1419406.0
71.0,69.0,69.0,71.0,71.0,87.1792,1419423.0
71.0,69.0,69.0,71.0,71.0,87.1697,1419439.3333333333
71.0,69.0,69.0,71.0,71.0,87.1877,1419455.6666666667
72.0,72.0,72.0,73.0,73.0,87.1737,1419472.0
72.0,72.0,72.0,73.0,73.0,87.1787,1419489.3333333333
72.0,72.0,72.0,73.0,73.0,87.1808,1419506.6666666667
72.0,71.0,71.0,72.0,72.0,87.1801,1419524.0
72.0,71.0,71.0,72.0,72.0,87.1829,1419540.3333333333
72.0,71.0,71.0,72.0,72.0,87.1772,1419556.6666666667
71.0,71.0,71.0,73.0,73.0,87.1829,1419573.0
71.0,71.0,71.0,73.0,73.0,87.1785,1419589.0
71.0,71.0,71.0,73.0,73.0,87.1861,1419605.0
71.0,71.0,71.0,72.0,72.0,87.1840,1419621.0
71.0,71.0,71.0,72.0,72.0,87.1841,1419638.3333333333
71.0,71.0,71.0,72.0,72.0,87.1841,1419655.6666666667
72.0,72.0,72.0,73.0,73.0,87.1383,1419673.0
72.0,72.0,72.0,73.0,73.0,87.1709,1419690.0
72.0,72.0,72.0,73.0,73.0,87.1742,1419707.0
72.0,74.0,74.0,75.0,76.5,87.1670,1419724.0
72.0,74.0,74.0,75.0,77.2,87.1866,1419740.0
72.0,74.0,74.0,75.0,77.8,87.1878,1419756.0
71.0,71.0,71.0,72.0,72.0,87.1983,1419772.0
71.0,71.0,71.0,72.0,72.0,87.1786,1419788.3333333333
71.0,71.0,71.0,72.0,72.0,87.1782,1419804.6666666667
71.0,71.0,71.0,72.0,72.0,87.1716,1419821.0
71.0,71.0,71.0,72.0,72.0,87.1814,1419837.6666666667
71.0,71.0,71.0,72.0,72.0,87.1703,1419854.3333333333
71.0,71.0,71.0,72.0,72.0,87.1826,1419871.0
71.0,71.0,71.0,72.0,72.0,87.1880,1419887.3333333333
71.0,71.0,71.0,72.0,72.0,87.1853,1419903.6666666667
71.0,73.0,73.0,74.0,74.0,87.1826,1419920.0
71.0,73.0,73.0,74.0,74.0,87.1746,1419936.6666666667
71.0,73.0,73.0,74.0,74.0,87.1748,1419953.3333333333
73.0,73.0,73.0,74.0,74.0,87.1720,1419970.0
73.0,73.0,73.0,74.0,74.0,87.1717,1419987.0
73.0,73.0,73.0,74.0,74.0,87.1642,1420004.0
73.0,70.0,70.0,71.0,71.0,87.1823,1420021.0
73.0,70.0,70.0,71.0,71.0,87.1855,1420038.0
73.0,70.0,70.0,71.0,71.0,87.1855,1420055.0
71.0,71.0,71.0,72.0,72.0,87.1755,1420072.0
71.0,71.0,71.0,72.0,72.0,87.1761,1420088.6666666667
71.0,71.0,71.0,72.0,72.0,87.1761,1420105.3333333333
71.0,71.0,71.0,73.0,73.0,87.1861,1420122.0
71.0,71.0,71.0,73.0,73.0,87.1758,1420138.0
71.0,71.0,71.0,73.0,73.0,87.1775,1420154.0
70.0,70.0,70.0,71.0,71.0,87.1756,1420170.0
70.0,70.0,70.0,71.0,71.0,87.1756,1420186.3333333333
70.0,70.0,70.0,71.0,71.0,87.1943,1420202.6666666667
70.0,71.0,71.0,72.0,72.0,87.1698,1420219.0
70.0,71.0,71.0,72.0,72.0,87.1812,1420235.3333333333
70.0,71.0,71.0,72.0,72.0,87.1809,1420251.6666666667
71.0,71.0,71.0,72.0,72.0,87.1833,1420268.0
71.0,71.0,71.0,72.0,72.0,87.1757,1420285.0
71.0,71.0,71.0,72.0,72.0,87.1778,1420302.0
71.0,71.0,71.0,72.0,72.0,87.1781,1420319.0
71.0,71.0,71.0,72.0,72.0,87.1743,1420336.0
71.0,71.0,71.0,72.0,72.0,87.1690,1420353.0
73.0,73.0,73.0,74.0,75.5,87.1785,1420370.0
73.0,73.0,73.0,74.0,76.2,87.1847,1420387.6666666667
73.0,73.0,73.0,74.0,76.8,87.1811,1420405.3333333333
73.0,70.0,70.0,69.0,69.0,87.1747,1420423.0
73.0,70.0,70.0,69.0,69.0,87.1722,1420438.6666666667
73.0,70.0,70.0,69.0,69.0,87.1718,1420454.3333333333
72.0,72.0,72.0,72.0,72.0,87.1718,1420470.0
72.0,72.0,72.0,72.0,72.0,87.1705,1420486.6666666667
72.0,72.0,72.0,72.0,72.0,87.1494,1420503.3333333333
72.0,71.0,71.0,70.0,70.0,87.1854,1420520.0
72.0,71.0,71.0,70.0,70.0,87.1792,1420536.6666666667
72.0,71.0,71.0,70.0,70.0,87.1752,1420553.3333333333
74.0,74.0,74.0,76.0,76.0,87.1643,1420570.0
74.0,74.0,74.0,76.0,76.0,87.1688,1420585.6666666667
74.0,74.0,74.0,76.0,76.0,87.1768,1420601.3333333333
74.0,73.0,73.0,72.0,72.0,87.1743,1420617.0
74.0,73.0,73.0,72.0,72.0,87.1809,1420634.0
74.0,73.0,73.0,72.0,72.0,87.1809,1420651.0
71.0,71.0,71.0,71.0,71.0,87.1775,1420668.0
71.0,71.0,71.0,71.0,71.0,87.1688,1420685.0
71.0,71.0,71.0,71.0,71.0,87.1842,1420702.0
71.0,70.0,70.0,72.0,72.0,87.1603,1420719.0
71.0,70.0,70.0,72.0,72.0,87.1786,1420737.3333333333
71.0,70.0,70.0,72.0,72.0,87.1792,1420755.6666666667
72.0,72.0,72.0,73.0,73.0,87.1832,1420774.0
72.0,72.0,72.0,73.0,73.0,87.1667,1420789.0
72.0,72.0,72.0,73.0,73.0,87.1797,1420804.0
72.0,74.0,74.0,75.0,76.6,87.1819,1420819.0
72.0,74.0,74.0,75.0,77.2,87.1947,1420835.3333333333
72.0,74.0,74.0,75.0,77.9,87.1830,1420851.6666666667
74.0,74.0,74.0,74.0,74.0,87.1897,1420868.0
74.0,74.0,74.0,74.0,74.0,87.1689,1420884.3333333333
74.0,74.0,74.0,74.0,74.0,87.1779,1420900.6666666667
74.0,74.0,74.0,76.0,76.0,87.1858,1420917.0
74.0,74.0,74.0,76.0,76.0,87.1788,1420933.3333333333
74.0,74.0,74.0,76.0,76.0,87.1377,1420949.6666666667
72.0,72.0,72.0,72.0,72.0,87.1821,1420966.0
72.0,72.0,72.0,72.0,72.0,87.1837,1420983.3333333333
72.0,72.0,72.0,72.0,72.0,87.1805,1421000.6666666667
72.0,71.0,71.0,72.0,72.0,87.1813,1421018.0
72.0,71.0,71.0,72.0,72.0,87.1787,1421046.6666666667
72.0,71.0,71.0,72.0,72.0,87.1817,1421075.3333333333
72.0,72.0,72.0,73.0,73.0,87.1860,1421104.0
72.0,72.0,72.0,73.0,73.0,87.1860,1421109.0
72.0,72.0,72.0,73.0,73.0,87.1796,1421114.0
72.0,71.0,71.0,72.0,72.0,87.1796,1421119.0
72.0,71.0,71.0,72.0,72.0,87.1778,1421136.3333333333
72.0,71.0,71.0,72.0,72.0,87.1724,1421153.6666666667
72.0,72.0,72.0,72.0,72.0,87.1532,1421171.0
72.0,72.0,72.0,72.0,72.0,87.1532,1421187.6666666667
72.0,72.0,72.0,72.0,72.0,87.1822,1421204.3333333333
72.0,74.0,74.0,74.0,74.0,87.1743,1421221.0
72.0,74.0,74.0,74.0,74.0,87.1852,1421236.6666666667
72.0,74.0,74.0,74.0,74.0,87.1909,1421252.3333333333
73.0,73.0,73.0,75.0,75.0,87.1782,1421268.0
73.0,73.0,73.0,75.0,75.0,87.1782,1421284.3333333333
73.0,73.0,73.0,75.0,75.0,87.1785,1421300.6666666667
73.0,73.0,73.0,74.0,74.0,87.1803,1421317.0
73.0,73.0,73.0,74.0,74.0,87.1731,1421334.0
73.0,73.0,73.0,74.0,74.0,87.1737,1421351.0
73.0,73.0,73.0,74.0,74.0,87.1878,1421368.0
73.0,73.0,73.0,74.0,74.0,87.1789,1421385.0
73.0,73.0,73.0,74.0,74.0,87.1807,1421402.0
73.0,71.0,71.0,72.0,72.0,87.1868,1421419.0
73.0,71.0,71.0,72.0,72.0,87.1932,1421436.0
73.0,71.0,71.0,72.0,72.0,87.1874,1421453.0
70.0,70.0,70.0,70.0,68.5,87.1776,1421470.0
70.0,70.0,70.0,70.0,67.8,87.1755,1421487.0
70.0,70.0,70.0,70.0,67.1,87.1751,1421504.0
70.0,75.0,75.0,76.0,76.0,87.1773,1421521.0
70.0,75.0,75.0,76.0,76.0,87.1770,1421537.6666666667
70.0,75.0,75.0,76.0,76.0,87.1688,1421554.3333333333
71.0,71.0,71.0,71.0,71.0,87.1882,1421571.0
71.0,71.0,71.0,71.0,71.0,87.1879,1421587.0
71.0,71.0,71.0,71.0,71.0,87.1677,1421603.0
71.0,70.0,70.0,69.0,67.5,87.1876,1421619.0
71.0,70.0,70.0,69.0,66.8,87.1761,1421635.3333333333
71.0,70.0,70.0,69.0,66.2,87.1761,1421651.6666666667
70.0,70.0,70.0,72.0,72.0,87.1761,1421668.0
70.0,70.0,70.0,72.0,72.0,87.1828,1421685.0
70.0,70.0,70.0,72.0,72.0,87.1828,1421702.0
70.0,73.0,73.0,73.0,73.0,87.1865,1421719.0
70.0,73.0,73.0,73.0,73.0,87.1871,1421736.0
70.0,73.0,73.0,73.0,73.0,87.1797,1421753.0
70.0,70.0,70.0,70.0,70.0,87.1796,1421770.0
70.0,70.0,70.0,70.0,70.0,87.1929,1421787.0
70.0,70.0,70.0,70.0,70.0,87.1950,1421804.0
70.0,73.0,73.0,74.0,74.0,87.1853,1421821.0
70.0,73.0,73.0,74.0,74.0,87.1884,1421838.3333333333
70.0,73.0,73.0,74.0,74.0,87.1813,1421855.6666666667
74.0,74.0,74.0,75.0,75.8,87.1825,1421873.0
74.0,74.0,74.0,75.0,76.1,87.1884,1421889.3333333333
74.0,74.0,74.0,75.0,76.4,87.1823,1421905.6666666667
74.0,70.0,70.0,69.0,69.0,87.1881,1421922.0
74.0,70.0,70.0,69.0,69.0,87.1921,1421938.3333333333
74.0,70.0,70.0,69.0,69.0,87.1794,1421954.6666666667
68.0,68.0,68.0,68.0,67.2,87.1847,1421971.0
68.0,68.0,68.0,68.0,68.0,87.1924,1421987.3333333333
68.0,68.0,68.0,68.0,68.0,87.1770,1422003.6666666667
68.0,71.0,71.0,71.0,71.0,87.1824,1422020.0
68.0,71.0,71.0,71.0,71.0,87.1627,1422037.0
68.0,71.0,71.0,71.0,71.0,87.1842,1422054.0
70.0,70.0,70.0,70.0,70.0,87.1734,1422071.0
70.0,70.0,70.0,70.0,70.0,87.1883,1422087.6666666667
70.0,70.0,70.0,70.0,70.0,87.1672,1422104.3333333333
70.0,73.0,73.0,74.0,74.0,87.1880,1422121.0
70.0,73.0,73.0,74.0,74.0,87.1789,1422138.3333333333
70.0,73.0,73.0,74.0,74.0,87.1897,1422155.6666666667
71.0,71.0,71.0,71.0,71.0,87.1838,1422173.0
71.0,71.0,71.0,71.0,71.0,87.1763,1422189.0
71.0,71.0,71.0,71.0,71.0,87.1871,1422205.0
71.0,72.0,72.0,72.0,72.0,87.1780,1422221.0
71.0,72.0,72.0,72.0,72.0,87.1906,1422238.3333333333
71.0,72.0,72.0,72.0,72.0,87.1846,1422255.6666666667
71.0,71.0,71.0,72.0,72.0,87.1748,1422273.0
71.0,71.0,71.0,72.0,72.0,87.1799,1422288.6666666667
71.0,71.0,71.0,72.0,72.0,87.1799,1422304.3333333333
71.0,72.0,72.0,73.0,73.0,87.1815,1422320.0
71.0,72.0,72.0,73.0,73.0,87.1890,1422337.0
71.0,72.0,72.0,73.0,73.0,87.1834,1422354.0
72.0,72.0,72.0,73.0,73.0,87.1840,1422371.0
72.0,72.0,72.0,73.0,73.0,87.1840,1422387.6666666667
72.0,72.0,72.0,73.0,73.0,87.1871,1422404.3333333333
72.0,71.0,71.0,71.0,71.0,87.1877,1422421.0
72.0,71.0,71.0,71.0,71.0,87.1840,1422438.3333333333
72.0,71.0,71.0,71.0,71.0,87.1840,1422455.6666666667
73.0,73.0,73.0,74.0,74.0,87.1867,1422473.0
73.0,73.0,73.0,74.0,74.0,87.1809,1422490.3333333333
73.0,73.0,73.0,74.0,74.0,87.1904,1422507.6666666667
73.0,74.0,74.0,75.0,75.8,87.1770,1422525.0
73.0,74.0,74.0,75.0,76.1,87.1952,1422542.6666666667
73.0,74.0,74.0,75.0,76.4,87.1772,1422560.3333333333
72.0,72.0,72.0,71.0,71.0,87.1847,1422578.0
72.0,72.0,72.0,71.0,71.0,87.1803,1422592.3333333333
72.0,72.0,72.0,71.0,71.0,87.1880,1422606.6666666667
72.0,70.0,70.0,72.0,72.0,87.1810,1422621.0
72.0,70.0,70.0,72.0,72.0,87.1766,1422636.6666666667
72.0,70.0,70.0,72.0,72.0,87.1816,1422652.3333333333
72.0,72.0,72.0,72.0,72.0,87.1730,1422668.0
72.0,72.0,72.0,72.0,72.0,87.1880,1422685.0
72.0,72.0,72.0,72.0,72.0,87.1798,1422702.0
72.0,71.0,71.0,72.0,72.0,87.1885,1422719.0
72.0,71.0,71.0,72.0,72.0,87.1885,1422736.6666666667
72.0,71.0,71.0,72.0,72.0,87.1801,1422754.3333333333
72.0,72.0,72.0,72.0,72.0,87.1931,1422772.0
72.0,72.0,72.0,72.0,72.0,87.1798,1422788.6666666667
72.0,72.0,72.0,72.0,72.0,87.1751,1422805.3333333333
72.0,70.0,70.0,70.0,70.0,87.1799,1422822.0
72.0,70.0,70.0,70.0,70.0,87.1772,1422838.3333333333
72.0,70.0,70.0,70.0,70.0,87.1860,1422854.6666666667
70.0,70.0,70.0,72.0,72.0,87.1772,1422871.0
70.0,70.0,70.0,72.0,72.0,87.1899,1422888.3333333333
70.0,70.0,70.0,72.0,72.0,87.1768,1422905.6666666667
70.0,73.0,73.0,75.0,77.4,87.1791,1422923.0
70.0,73.0,73.0,75.0,78.4,87.1802,1422939.3333333333
70.0,73.0,73.0,75.0,79.4,87.1754,1422955.6666666667
74.0,74.0,74.0,74.0,74.0,87.1844,1422972.0
74.0,74.0,74.0,74.0,74.0,87.1904,1422987.0
74.0,74.0,74.0,74.0,74.0,87.1782,1423002.0
74.0,71.0,71.0,72.0,72.0,87.1870,1423017.0
74.0,71.0,71.0,72.0,72.0,87.1549,1423033.3333333333
74.0,71.0,71.0,72.0,72.0,87.1842,1423049.6666666667
72.0,72.0,72.0,73.0,73.0,87.1899,1423066.0
72.0,72.0,72.0,73.0,73.0,87.1946,1423083.6666666667
72.0,72.0,72.0,73.0,73.0,87.1789,1423101.3333333333
72.0,70.0,70.0,72.0,72.0,87.1809,1423119.0
72.0,70.0,70.0,72.0,72.0,87.1829,1423135.3333333333
72.0,70.0,70.0,72.0,72.0,87.1758,1423151.6666666667
73.0,73.0,73.0,74.0,74.0,87.1760,1423168.0
73.0,73.0,73.0,74.0,74.0,87.1761,1423185.3333333333
73.0,73.0,73.0,74.0,74.0,87.1778,1423202.6666666667
73.0,72.0,72.0,73.0,73.0,87.1808,1423220.0
73.0,72.0,72.0,73.0,73.0,87.1847,1423236.3333333333
73.0,72.0,72.0,73.0,73.0,87.1791,1423252.6666666667
69.0,69.0,69.0,69.0,65.9,87.1764,1423269.0
69.0,69.0,69.0,69.0,64.5,87.1815,1423285.6666666667
69.0,69.0,69.0,69.0,63.2,87.1791,1423302.3333333333
69.0,69.0,69.0,71.0,71.0,87.1728,1423319.0
69.0,69.0,69.0,71.0,71.0,87.1800,1423345.0
69.0,69.0,69.0,71.0,71.0,87.1804,1423371.0
74.0,74.0,74.0,75.0,78.0,87.1759,1423397.0
74.0,74.0,74.0,75.0,79.3,87.1759,1423404.3333333333
74.0,74.0,74.0,75.0,80.6,87.1702,1423411.6666666667
74.0,71.0,71.0,72.0,72.0,87.1758,1423419.0
74.0,71.0,71.0,72.0,72.0,87.1729,1423435.6666666667
74.0,71.0,71.0,72.0,72.0,87.1907,1423452.3333333333
72.0,72.0,72.0,74.0,74.0,87.1762,1423469.0
72.0,72.0,72.0,74.0,74.0,87.1843,1423493.3333333333
72.0,72.0,72.0,74.0,74.0,87.1796,1423517.6666666667
72.0,71.0,71.0,73.0,73.0,87.1793,1423542.0
72.0,71.0,71.0,73.0,73.0,87.1788,1423554.3333333333
